site_id,outer_fold,strategy,K,selected_ex,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,nrmse_energy_fullrange,spectral_cosine_fullrange,spectral_cosine_interpdomain,n_eval_fullrange,n_eval_interpdomain,rho_structure
S16,15,NAIG,6,365;425;480;620;545;325,0.21180877842032797,0.21461915020435862,0.21180877842032797,0.9804137443204602,0.9785139852308754,4112,3336,0.9649698960043788
S16,15,NAIG,8,365;425;480;620;545;325;505;400,0.17940664764687386,0.17296014289403344,0.17940664764687386,0.9851189245031664,0.9852329082290154,4112,3336,0.9704433497536946
S16,15,Uniform,2,300;700,0.2502829153483109,0.2502829153483109,0.2502829153483109,0.9681814635061259,0.9681814635061259,3782,3782,0.7668308702791462
S16,15,Uniform,3,300;500;700,0.23910721230687162,0.23910721230687162,0.23910721230687162,0.9722001316394338,0.9722001316394338,3885,3885,0.9069512862616312
S16,15,Uniform,4,300;435;565;700,0.2400489558737602,0.2400489558737602,0.24004895587376018,0.9719982728004404,0.9719982728004404,4142,4142,0.9682539682539684
S16,15,Uniform,6,300;380;460;540;620;700,0.2217394752949569,0.2217394752949569,0.2217394752949569,0.9751160259577961,0.9751160259577961,4142,4142,0.932129173508484
S16,15,Uniform,8,300;355;415;470;530;585;645;700,0.1959441663946135,0.1959441663946135,0.1959441663946135,0.9817267040528744,0.9817267040528744,4142,4142,0.9890530925013684
S17,16,NAIG,2,365;425,0.2087258104443328,0.18492988409483524,0.20872581044433286,0.9804862412031417,0.9839768898511487,4017,875,0.90311986863711
S17,16,NAIG,3,365;425;480,0.20587893622605263,0.19865937935608186,0.20587893622605263,0.9807673437439411,0.9816043525523401,4017,1548,0.9518336070060208
S17,16,NAIG,4,365;425;480;620,0.20459137422223517,0.18926345796743274,0.20459137422223514,0.9808439129742588,0.983089220082388,4017,2712,0.9688013136289
S17,16,NAIG,6,365;425;480;620;545;325,0.17320010552800308,0.1676448051729991,0.17320010552800305,0.9854445706749965,0.9860413324166438,4112,3336,0.9802955665024632
