site_id,outer_fold,strategy,K,selected_ex,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,nrmse_energy_fullrange,spectral_cosine_fullrange,spectral_cosine_interpdomain,n_eval_fullrange,n_eval_interpdomain,rho_structure
S17,16,NAIG,8,365;425;480;620;545;325;505;400,0.15733462799622389,0.1469658844982084,0.15733462799622389,0.9877699274379285,0.9891502770517685,4112,3336,0.9868637110016424
S17,16,Uniform,2,300;700,0.2403465753657079,0.2403465753657079,0.2403465753657079,0.9714743859351791,0.9714743859351791,3782,3782,0.808976464148878
S17,16,Uniform,3,300;500;700,0.22121242897519533,0.22121242897519533,0.22121242897519539,0.9786592538389488,0.9786592538389488,3885,3885,0.9129720853858784
S17,16,Uniform,4,300;435;565;700,0.21962100842765478,0.21962100842765478,0.21962100842765475,0.9788599081587669,0.9788599081587669,4142,4142,0.9802955665024632
S17,16,Uniform,6,300;380;460;540;620;700,0.1982739222337553,0.1982739222337553,0.19827392223375528,0.9805839152078647,0.9805839152078647,4142,4142,0.9622331691297208
S17,16,Uniform,8,300;355;415;470;530;585;645;700,0.16864813209327992,0.16864813209327992,0.1686481320932799,0.985685273387483,0.985685273387483,4142,4142,0.9852216748768472
S18,17,NAIG,2,365;480,0.20902517487942712,0.25203843569873613,0.20902517487942715,0.9820253932047738,0.977091069620364,4017,1548,0.9534756431308156
S18,17,NAIG,3,365;480;545,0.2053009499500403,0.23620962403239273,0.20530094995004033,0.98264878538098,0.9783839851870734,4017,2186,0.961138478379858
S18,17,NAIG,4,365;480;545;425,0.18280048504279064,0.19315280195763795,0.18280048504279062,0.9860580077371559,0.984941692432808,4017,2186,0.9480021893815
S18,17,NAIG,6,365;480;545;425;620;330,0.1818624856356457,0.1846708559785423,0.18186248563564575,0.9856052271030374,0.9850276650004235,4105,3255,0.9677066228790367
S18,17,NAIG,8,365;480;545;425;620;330;505;305,0.17033583727401563,0.16983720021955506,0.1703358372740157,0.9865744848573564,0.9868918661472932,4142,3674,0.9726327312534212
S18,17,Uniform,2,300;700,0.20854544102958084,0.20854544102958084,0.20854544102958084,0.9783206210699391,0.9783206210699391,3782,3782,0.8653530377668309
S18,17,Uniform,3,300;500;700,0.18458988030776524,0.18458988030776524,0.18458988030776527,0.9832915499097334,0.9832915499097334,3885,3885,0.9332238642583472
S18,17,Uniform,4,300;435;565;700,0.18744109918151913,0.18744109918151913,0.1874410991815191,0.982993809004756,0.982993809004756,4142,4142,0.9584017515052
S18,17,Uniform,6,300;380;460;540;620;700,0.18317180947724515,0.18317180947724515,0.18317180947724515,0.9833292788006447,0.9833292788006447,4142,4142,0.9562123700054737
S18,17,Uniform,8,300;355;415;470;530;585;645;700,0.1604529779558547,0.1604529779558547,0.16045297795585467,0.9873458481198292,0.9873458481198292,4142,4142,0.9775588396278052
S19,18,NAIG,2,325;410,0.35281973778213693,0.270594374276999,0.3528197377821369,0.9460739274305088,0.9627387642723809,4112,1294,0.9781061850027368
S19,18,NAIG,3,325;410;610,0.3111827800659562,0.3336489461627689,0.3111827800659561,0.9543851336585077,0.9452709280557181,4112,3279,0.9835796387520526
S19,18,NAIG,4,325;410;610;475,0.2999367331807927,0.3200745895617781,0.2999367331807927,0.9582717665707114,0.9502496496855524,4112,3279,0.9874110563765736
S19,18,NAIG,6,325;410;610;475;365;495,0.269485746509217,0.2841770482485051,0.269485746509217,0.969397311472705,0.9641128657574541,4112,3279,0.9967159277504108
S19,18,NAIG,8,325;410;610;475;365;495;305;700,0.25375048149893203,0.2573435890887363,0.25375048149893203,0.9704772251296455,0.9696096809267244,4144,4060,0.9956212370005476
S19,18,Uniform,2,300;700,0.3761516602116632,0.3761516602116632,0.3761516602116632,0.931638160059073,0.931638160059073,3782,3782,0.9545703338806788
S19,18,Uniform,3,300;500;700,0.35082833404422836,0.35082833404422836,0.3508283340442283,0.9415117283302602,0.9415117283302602,3885,3885,0.975369458128079
S19,18,Uniform,4,300;435;565;700,0.3663465776660978,0.3663465776660978,0.3663465776660977,0.9331545130038122,0.9331545130038122,4142,4142,0.9720853858784896
S19,18,Uniform,6,300;380;460;540;620;700,0.3001222813488381,0.3001222813488381,0.30012228134883806,0.9547865995978071,0.9547865995978071,4142,4142,0.9967159277504106
S19,18,Uniform,8,300;355;415;470;530;585;645;700,0.24314941557132294,0.24314941557132294,0.24314941557132294,0.9717487435777057,0.9717487435777057,4142,4142,0.9967159277504106
S20,19,NAIG,2,365;480,0.2716722050495158,0.3474799786189117,0.2716722050495158,0.9676960878727624,0.964343969680945,4017,1548,0.9562123700054734
S20,19,NAIG,3,365;480;630,0.2660303151598927,0.33436718035465995,0.2660303151598927,0.9698673569407376,0.9635906874365148,4017,2768,0.963327859879584
S20,19,NAIG,4,365;480;630;545,0.26387086487980194,0.33038413128050076,0.263870864879802,0.9703618318867402,0.9645356327824746,4017,2768,0.960591133004926
S20,19,NAIG,6,365;480;630;545;425;695,0.21031162533365577,0.222541859744288,0.21031162533365572,0.9787866306946811,0.977789570104217,4017,3079,0.9540229885057472
S20,19,NAIG,8,365;480;630;545;425;695;510;400,0.19337877870592474,0.16929390777282396,0.19337877870592474,0.9812961299945113,0.9860696081173559,4052,3089,0.9573070607553368
S20,19,Uniform,2,300;700,0.290049147215651,0.290049147215651,0.290049147215651,0.9642711187497093,0.9642711187497093,3782,3782,0.8604269293924467
S20,19,Uniform,3,300;500;700,0.2840854210461063,0.2840854210461063,0.2840854210461063,0.9709158932662498,0.9709158932662498,3885,3885,0.9408866995073892
S20,19,Uniform,4,300;435;565;700,0.2931076073380487,0.2931076073380487,0.2931076073380487,0.9680782169563975,0.9680782169563975,4142,4142,0.976464148877942
S20,19,Uniform,6,300;380;460;540;620;700,0.25025305171517226,0.25025305171517226,0.25025305171517226,0.9703184004318891,0.9703184004318891,4142,4142,0.975369458128079
S20,19,Uniform,8,300;355;415;470;530;585;645;700,0.20205865945573548,0.20205865945573548,0.20205865945573542,0.9795544376373588,0.9795544376373588,4142,4142,0.9868637110016422
S21,20,NAIG,2,365;545,0.705752877407163,0.6250855891365483,0.7057528774071631,0.7569746694220071,0.7813734765767385,4017,2186,0.9277504105090312
S21,20,NAIG,3,365;545;480,0.6838199009775067,0.5900441994689263,0.6838199009775069,0.7702788352066114,0.8073720809880327,4017,2186,0.9567597153804052
S21,20,NAIG,4,365;545;480;620,0.6837092621523367,0.5859903540802904,0.6837092621523368,0.7702804925059125,0.8103292948259477,4017,2712,0.9430760810071156
S21,20,NAIG,6,365;545;480;620;425;695,0.637880805202449,0.5087016329356655,0.637880805202449,0.808851907010382,0.8610138201191095,4017,3079,0.9277504105090312
S21,20,NAIG,8,365;545;480;620;425;695;505;450,0.5926734728418458,0.42756604122892017,0.5926734728418458,0.8394185457886456,0.9039842000627559,4017,3079,0.942528735632184
S21,20,Uniform,2,300;700,0.662074646325469,0.662074646325469,0.662074646325469,0.7628724092048386,0.7628724092048386,3782,3782,0.8177339901477834
S21,20,Uniform,3,300;500;700,0.6437700972203241,0.6437700972203241,0.6437700972203241,0.7853883294414046,0.7853883294414046,3885,3885,0.8927203065134102
S21,20,Uniform,4,300;435;565;700,0.6398349795176516,0.6398349795176516,0.6398349795176518,0.7708309291668166,0.7708309291668166,4142,4142,0.9792008757526
S21,20,Uniform,6,300;380;460;540;620;700,0.5742383875419789,0.5742383875419789,0.5742383875419789,0.8212778860219655,0.8212778860219655,4142,4142,0.9748221127531476
S21,20,Uniform,8,300;355;415;470;530;585;645;700,0.5493426874227995,0.5493426874227995,0.5493426874227996,0.8358212260565356,0.8358212260565356,4142,4142,0.9890530925013684
S22,21,NAIG,2,365;695,0.5834917585256404,0.5032092945284421,0.5834917585256405,0.8343705383332308,0.8641656512948225,4017,3079,0.9392446633825944
S22,21,NAIG,3,365;695;425,0.5603527157373824,0.46701132175369603,0.5603527157373823,0.859101117339893,0.8871329602500455,4017,3079,0.9512862616310894
S22,21,NAIG,4,365;695;425;545,0.5291531774631066,0.4154519891248285,0.5291531774631066,0.8666930090240443,0.9098163824747885,4017,3079,0.9501915708812262
S22,21,NAIG,6,365;695;425;545;480;620,0.5187032080287485,0.39742096877806227,0.5187032080287484,0.8728464009117718,0.917825121895438,4017,3079,0.9518336070060208
S22,21,NAIG,8,365;695;425;545;480;620;315;335,0.4244214308629526,0.4200214387977982,0.42442143086295253,0.905732854967629,0.9086420257505416,4141,3876,0.952928297755884
S22,21,Uniform,2,300;700,0.6056297417454498,0.6056297417454498,0.6056297417454498,0.82326233878717,0.82326233878717,3782,3782,0.8489326765188835
S22,21,Uniform,3,300;500;700,0.5839165807504517,0.5839165807504517,0.5839165807504518,0.8370572009223035,0.8370572009223035,3885,3885,0.8949096880131364
S22,21,Uniform,4,300;435;565;700,0.5588484497197718,0.5588484497197718,0.5588484497197717,0.8304269309603818,0.8304269309603818,4142,4142,0.9605911330049264
S22,21,Uniform,6,300;380;460;540;620;700,0.4786111274389454,0.4786111274389454,0.4786111274389453,0.8829578592295221,0.8829578592295221,4142,4142,0.981937602627258
S22,21,Uniform,8,300;355;415;470;530;585;645;700,0.46620927543182694,0.46620927543182694,0.4662092754318269,0.884720308256242,0.884720308256242,4142,4142,0.9906951286261632
S23,22,NAIG,2,400;660,0.29765382218665165,0.3061980556978407,0.29765382218665165,0.9559735654074422,0.9648038753719665,3901,2441,0.794745484400657
S23,22,NAIG,3,400;660;620,0.3010929750709953,0.31401886565970044,0.3010929750709953,0.9563274730746026,0.9702872114379493,3901,2441,0.8631636562671046
S23,22,NAIG,4,400;660;620;535,0.2932053338599823,0.295517616693392,0.29320533385998226,0.957488150397211,0.9688234503288078,3901,2441,0.8675424192665572
S23,22,NAIG,6,400;660;620;535;365;435,0.21676700408168512,0.19505663518956276,0.21676700408168514,0.9783085855345959,0.9833173414766186,4052,2942,0.9649698960043788
S23,22,NAIG,8,400;660;620;535;365;435;695;505,0.21152721962657572,0.18392459564149508,0.21152721962657578,0.978861960489065,0.9843143345309631,4052,3089,0.970990695128626
S23,22,Uniform,2,300;700,0.2543826308307444,0.2543826308307444,0.2543826308307444,0.968179106193197,0.968179106193197,3782,3782,0.7728516694033938
S23,22,Uniform,3,300;500;700,0.2504417184024785,0.2504417184024785,0.2504417184024785,0.9717251609995224,0.9717251609995224,3885,3885,0.912424740010947
S23,22,Uniform,4,300;435;565;700,0.24865355520133717,0.24865355520133717,0.24865355520133714,0.9706384992859524,0.9706384992859524,4142,4142,0.9638752052545156
S23,22,Uniform,6,300;380;460;540;620;700,0.21414230430522538,0.21414230430522538,0.21414230430522535,0.9768578586609172,0.9768578586609172,4142,4142,0.9605911330049262
S23,22,Uniform,8,300;355;415;470;530;585;645;700,0.18273503558081114,0.18273503558081114,0.1827350355808111,0.9833177891311555,0.9833177891311555,4142,4142,0.983032293377121
S24,23,NAIG,2,365;425,0.2923005490473331,0.2582955475573408,0.29230054904733316,0.9578439393650388,0.9661125413352146,4017,875,0.8702791461412153
S24,23,NAIG,3,365;425;480,0.2916590811751421,0.28349360269919854,0.29165908117514217,0.9584681640154713,0.9589814610225575,4017,1548,0.9151614668856048
S24,23,NAIG,4,365;425;480;620,0.28862972596899683,0.26220118957887256,0.2886297259689969,0.9585269089740464,0.9650363434035069,4017,2712,0.9173508483853312
S24,23,NAIG,6,365;425;480;620;545;330,0.2566459093339381,0.2561032887992073,0.2566459093339381,0.966611461292023,0.9666609559984689,4105,3255,0.9507389162561576
S24,23,NAIG,8,365;425;480;620;545;330;505;305,0.2504995479221844,0.2515808527013248,0.25049954792218443,0.9681604978777307,0.9678919624460146,4142,3674,0.9759168035030104
S24,23,Uniform,2,300;700,0.33013369041102064,0.33013369041102064,0.33013369041102064,0.9440117535998497,0.9440117535998497,3782,3782,0.8489326765188834
S24,23,Uniform,3,300;500;700,0.3087848663628696,0.3087848663628696,0.30878486636286956,0.9525798686480056,0.9525798686480056,3885,3885,0.926655719759168
S24,23,Uniform,4,300;435;565;700,0.3058499866893925,0.3058499866893925,0.30584998668939256,0.9527391164660464,0.9527391164660464,4142,4142,0.9589490968801314
S24,23,Uniform,6,300;380;460;540;620;700,0.2778045953521917,0.2778045953521917,0.27780459535219165,0.9625195846062291,0.9625195846062291,4142,4142,0.9649698960043788
S24,23,Uniform,8,300;355;415;470;530;585;645;700,0.2705126469652889,0.2705126469652889,0.2705126469652889,0.9627229468886859,0.9627229468886859,4142,4142,0.9797482211275312
S25,24,NAIG,2,365;425,0.21786608453076753,0.18051766338444486,0.21786608453076753,0.9788665570925438,0.985280043771039,4017,875,0.9540229885057472
S25,24,NAIG,3,365;425;480,0.20928158218396903,0.2348770473236328,0.20928158218396908,0.9795661885950809,0.9752502885768454,4017,1548,0.9540229885057472
S25,24,NAIG,4,365;425;480;620,0.2075317124760453,0.22939358143076138,0.20753171247604532,0.979782486523331,0.9758317591335121,4017,2712,0.9578544061302684
S25,24,NAIG,6,365;425;480;620;660;695,0.20688332502879436,0.22596667144096283,0.20688332502879436,0.979964226386082,0.9764262471903684,4017,3079,0.9507389162561576
S25,24,NAIG,8,365;425;480;620;660;695;450;505,0.18322436570747194,0.1781051895370725,0.18322436570747197,0.9835275691358077,0.98408421935234,4017,3079,0.9507389162561576
S25,24,Uniform,2,300;700,0.2725650824699425,0.2725650824699425,0.27256508246994243,0.9650204758189125,0.9650204758189125,3782,3782,0.7909140667761357
S25,24,Uniform,3,300;500;700,0.26050586664241066,0.26050586664241066,0.26050586664241077,0.9736527795287035,0.9736527795287035,3885,3885,0.9578544061302684
S25,24,Uniform,4,300;435;565;700,0.2696569660732324,0.2696569660732324,0.2696569660732324,0.96848156200734,0.96848156200734,4142,4142,0.9469074986316364
S25,24,Uniform,6,300;380;460;540;620;700,0.23292599844540415,0.23292599844540415,0.23292599844540424,0.9741388612397209,0.9741388612397209,4142,4142,0.986863711001642
S25,24,Uniform,8,300;355;415;470;530;585;645;700,0.19199236371468273,0.19199236371468273,0.19199236371468278,0.981545934333674,0.981545934333674,4142,4142,0.9950738916256158
S26,25,NAIG,2,365;425,0.24521383013235956,0.1933395364696006,0.24521383013235956,0.9701265846523147,0.9815889658742364,4017,875,0.8232074438970991
S26,25,NAIG,3,365;425;620,0.24631792407702036,0.2234582629713009,0.2463179240770203,0.9697775117318898,0.9748442647408397,4017,2712,0.8494800218938151
S26,25,NAIG,4,365;425;620;545,0.2462108382531407,0.22331631874595984,0.2462108382531407,0.9697763424705583,0.9748838280890273,4017,2712,0.8949096880131364
S26,25,NAIG,6,365;425;620;545;475;345,0.24553803978337535,0.23084078212637704,0.24553803978337527,0.970269271056202,0.9730234996649485,4120,3031,0.9386973180076628
S26,25,NAIG,8,365;425;620;545;475;345;505;305,0.20856830063039694,0.20989871424015302,0.2085683006303969,0.9780360558232545,0.977771253324394,4139,3672,0.9512862616310892
S26,25,Uniform,2,300;700,0.27576729119338256,0.27576729119338256,0.27576729119338245,0.9622722100514295,0.9622722100514295,3782,3782,0.8149972632731255
S26,25,Uniform,3,300;500;700,0.2572379138865162,0.2572379138865162,0.2572379138865161,0.9695460513017461,0.9695460513017461,3885,3885,0.9146141215106732
S26,25,Uniform,4,300;435;565;700,0.28465967036693757,0.28465967036693757,0.2846596703669375,0.9586351710066259,0.9586351710066259,4142,4142,0.921729611384784
S26,25,Uniform,6,300;380;460;540;620;700,0.234144126848677,0.234144126848677,0.23414412684867691,0.9734812962972811,0.9734812962972811,4142,4142,0.971538040503558
S26,25,Uniform,8,300;355;415;470;530;585;645;700,0.2241978829867014,0.2241978829867014,0.22419788298670132,0.9745602909209181,0.9745602909209181,4142,4142,0.9906951286261632
S27,26,NAIG,2,365;620,0.24044831225049004,0.2296125169687946,0.24044831225049001,0.9721536766340129,0.974153750913589,4017,2712,0.950191570881226
S27,26,NAIG,3,365;620;545,0.2380365385146819,0.22577166096829326,0.23803653851468182,0.9727319244355868,0.9750476457806042,4017,2712,0.9578544061302684
S27,26,NAIG,4,365;620;545;450,0.23228724853732208,0.2158737751837992,0.232287248537322,0.9740240751271871,0.9771706518482525,4017,2712,0.956759715380405
S27,26,NAIG,6,365;620;545;450;425;685,0.21220583965492415,0.17844902546611519,0.21220583965492415,0.9777029797901091,0.9839497468721331,4017,3042,0.9315818281335524
S27,26,NAIG,8,365;620;545;450;425;685;475;505,0.20792677530260753,0.17071366004933988,0.2079267753026075,0.978605569146009,0.9853207219726953,4017,3042,0.9381499726327313
S27,26,Uniform,2,300;700,0.27385786612778934,0.27385786612778934,0.2738578661277893,0.9619251599407743,0.9619251599407743,3782,3782,0.8773946360153257
S27,26,Uniform,3,300;500;700,0.2356427467533974,0.2356427467533974,0.23564274675339733,0.9723697440082845,0.9723697440082845,3885,3885,0.9523809523809524
S27,26,Uniform,4,300;435;565;700,0.2374021473942308,0.2374021473942308,0.23740214739423077,0.9715801379523779,0.9715801379523779,4142,4142,0.9584017515052
S27,26,Uniform,6,300;380;460;540;620;700,0.21649719292924052,0.21649719292924052,0.2164971929292405,0.9769926488538364,0.9769926488538364,4142,4142,0.9693486590038314
S27,26,Uniform,8,300;355;415;470;530;585;645;700,0.2131811646475677,0.2131811646475677,0.21318116464756773,0.9771014758419247,0.9771014758419247,4142,4142,0.9748221127531472
S28,27,NAIG,2,365;425,0.18301208491652401,0.1701532871054708,0.18301208491652404,0.9834223957895636,0.9856674951108423,4017,875,0.9496442255062946
S28,27,NAIG,3,365;425;620,0.17918064241347992,0.17390986340313552,0.17918064241347992,0.9838537853660864,0.9847615920914683,4017,2712,0.9518336070060208
S28,27,NAIG,4,365;425;620;545,0.1778722927187778,0.17167494463918934,0.1778722927187778,0.984072745810873,0.9851603902618921,4017,2712,0.9584017515051996
S28,27,NAIG,6,365;425;620;545;465;335,0.17889432976592295,0.17126799722143055,0.17889432976592295,0.9838805562494457,0.9852341929576027,4114,3181,0.9748221127531472
S28,27,NAIG,8,365;425;620;545;465;335;660;505,0.17512213591410117,0.16630973679120112,0.1751221359141012,0.984575412384483,0.9860972828891503,4114,3401,0.9781061850027366
S28,27,Uniform,2,300;700,0.20888129621251886,0.20888129621251886,0.20888129621251883,0.9779792736314376,0.9779792736314376,3782,3782,0.9315818281335522
S28,27,Uniform,3,300;500;700,0.1949824094361355,0.1949824094361355,0.19498240943613554,0.98188903044353,0.98188903044353,3885,3885,0.955665024630542
S28,27,Uniform,4,300;435;565;700,0.19297397467603222,0.19297397467603222,0.1929739746760322,0.9812234764716483,0.9812234764716483,4142,4142,0.9797482211275316
S28,27,Uniform,6,300;380;460;540;620;700,0.18353297015490266,0.18353297015490266,0.18353297015490264,0.9831060201998367,0.9831060201998367,4142,4142,0.9786535303776684
S28,27,Uniform,8,300;355;415;470;530;585;645;700,0.17438120901720391,0.17438120901720391,0.1743812090172039,0.9848276937348605,0.9848276937348605,4142,4142,0.9939792008757528
S30,28,NAIG,2,365;425,0.1914018211363729,0.17677910711155445,0.1914018211363729,0.982361640228894,0.9855247029798793,4017,875,0.949096880131363
S30,28,NAIG,3,365;425;480,0.1876274345635242,0.18815986525225722,0.18762743456352418,0.9829688796053162,0.9837317373280261,4017,1548,0.9682539682539684
S30,28,NAIG,4,365;425;480;620,0.18202395615364403,0.18627497047767969,0.18202395615364406,0.9838172652272964,0.9839319360626773,4017,2712,0.9688013136289
S30,28,NAIG,6,365;425;480;620;545;330,0.17818322866205363,0.18276512377648826,0.1781832286620537,0.9848762848063244,0.983949602806106,4105,3255,0.9852216748768474
S30,28,NAIG,8,365;425;480;620;545;330;505;400,0.15653196424564264,0.15483177545467802,0.1565319642456427,0.9879522869873304,0.9880658872285463,4105,3255,0.9917898193760264
S30,28,Uniform,2,300;700,0.18703014480420446,0.18703014480420446,0.18703014480420446,0.9823849279456622,0.9823849279456622,3782,3782,0.8106185002736727
S30,28,Uniform,3,300;500;700,0.17375960334957233,0.17375960334957233,0.17375960334957236,0.9849124570266998,0.9849124570266998,3885,3885,0.8500273672687466
S30,28,Uniform,4,300;435;565;700,0.18202224832899425,0.18202224832899425,0.18202224832899422,0.9834006984617255,0.9834006984617255,4142,4142,0.9578544061302684
S30,28,Uniform,6,300;380;460;540;620;700,0.1746912293487718,0.1746912293487718,0.1746912293487718,0.9846799148195332,0.9846799148195332,4142,4142,0.971538040503558
S30,28,Uniform,8,300;355;415;470;530;585;645;700,0.15785883770970807,0.15785883770970807,0.1578588377097081,0.9876979322419306,0.9876979322419306,4142,4142,0.9846743295019156
