site_id,outer_fold,strategy,K,selected_ex,selected_ex_span_nm,lower_edge_gap_nm,upper_edge_gap_nm,rho_structure,relative_frobenius_error_fullrange,nrmse_energy_fullrange,spectral_cosine_fullrange,reconstruction_supported_fraction_fullrange,single_support_fraction_fullrange,unsupported_fraction_fullrange,target_positions_fullrange,supported_positions_fullrange,single_support_positions_fullrange,unsupported_positions_fullrange,relative_frobenius_error_interpdomain,nrmse_energy_interpdomain,spectral_cosine_interpdomain,reconstruction_supported_fraction_interpdomain,single_support_fraction_interpdomain,unsupported_fraction_interpdomain,target_positions_interpdomain,supported_positions_interpdomain,single_support_positions_interpdomain,unsupported_positions_interpdomain,relative_frobenius_error_edgeonly,nrmse_energy_edgeonly,spectral_cosine_edgeonly,reconstruction_supported_fraction_edgeonly,single_support_fraction_edgeonly,unsupported_fraction_edgeonly,target_positions_edgeonly,supported_positions_edgeonly,single_support_positions_edgeonly,unsupported_positions_edgeonly,reconstruction_supported_fraction,single_support_fraction,unsupported_fraction
S03,2,NAIG,2,470;545,75,170,155,0.3979200875752601,0.7777479969515391,0.7777479969515391,0.8682671970964001,0.8522535550735116,0.20703784044348036,0.1477464449264883,4149,3536,859,613,0.5721852972859857,0.5721852972859854,0.9510720389855389,0.9543209876543209,0.21358024691358024,0.04567901234567901,810,773,173,37,0.8261558964514341,0.8261558964514343,0.8458762274525634,0.8274932614555256,0.20545073375262055,0.1725067385444744,3339,2763,686,576,0.8522535550735116,0.20703784044348036,0.1477464449264883
S03,2,NAIG,3,470;545;620,150,170,80,0.4094143404488232,0.6101602573885209,0.6101602573885208,0.901778812704232,0.8522535550735116,0.12966979995179562,0.1477464449264883,4149,3536,538,613,0.40078442340348386,0.40078442340348386,0.9741008762581859,0.9723053892215568,0.07784431137724551,0.027694610778443114,1336,1299,104,37,0.6684541872136317,0.6684541872136316,0.8771038562872806,0.795236402417348,0.15428368290081762,0.20476359758265197,2813,2237,434,576,0.8522535550735116,0.12966979995179562,0.1477464449264883
S03,2,NAIG,4,470;545;620;425,195,125,80,0.6568144499178982,0.714717812047796,0.7147178120477958,0.8499694839673033,0.9346830561581104,0.11424439624005785,0.06531694384188962,4149,3878,474,271,0.5951672645016506,0.5951672645016506,0.894274313249986,0.9957983193277311,0.06880252100840337,0.004201680672268907,1904,1896,131,8,0.805557724418617,0.805557724418617,0.8141441922839577,0.8828507795100222,0.15278396436525613,0.11714922048997772,2245,1982,343,263,0.9346830561581104,0.11424439624005785,0.06531694384188962
S03,2,NAIG,6,470;545;620;425;375;305,315,5,80,0.935960591133005,0.48486348154440945,0.48486348154440945,0.8749997844845245,0.997589780670041,0.03856350927934442,0.002410219329959026,4149,4139,160,10,0.47844686396000097,0.478446863960001,0.879587811975199,0.9978260869565218,0.03994565217391304,0.002173913043478261,3680,3672,147,8,0.5960917109681116,0.5960917109681118,0.8589400733645994,0.9957356076759062,0.02771855010660981,0.0042643923240938165,469,467,13,2,0.997589780670041,0.03856350927934442,0.002410219329959026
S03,2,NAIG,8,470;545;620;425;375;305;445;675,370,5,25,0.929392446633826,0.7190610384657374,0.7190610384657375,0.8662396281279222,0.997589780670041,0.03856350927934442,0.002410219329959026,4149,4139,160,10,0.7182776035609115,0.7182776035609116,0.8676727416171245,0.9979843789367598,0.037037037037037035,0.002015621063240111,3969,3961,147,8,0.7445158320207667,0.7445158320207668,0.8174754244924631,0.9888888888888889,0.07222222222222222,0.011111111111111112,180,178,13,2,0.997589780670041,0.03856350927934442,0.002410219329959026
S03,2,Uniform,2,300;700,400,0,0,0.3349753694581281,0.4622412057781667,0.46224120577816674,0.8927509618719254,0.9115449505905038,0.606411183417691,0.08845504940949626,4149,3782,2516,367,0.4622412057781667,0.46224120577816674,0.8927509618719254,0.9115449505905038,0.606411183417691,0.08845504940949626,4149,3782,2516,367,,,,,,,0,0,0,0,0.9115449505905038,0.606411183417691,0.08845504940949626
S03,2,Uniform,3,300;500;700,400,0,0,0.8193760262725781,0.38083239963083904,0.38083239963083904,0.9247508769844942,0.9363702096890817,0.18775608580380815,0.0636297903109183,4149,3885,779,264,0.38083239963083904,0.38083239963083904,0.9247508769844942,0.9363702096890817,0.18775608580380815,0.0636297903109183,4149,3885,779,264,,,,,,,0,0,0,0,0.9363702096890817,0.18775608580380815,0.0636297903109183
S03,2,Uniform,4,300;435;565;700,400,0,0,0.9014778325123152,0.33647287329574027,0.3364728732957403,0.9457036006607438,0.9983128464690287,0.1099060014461316,0.0016871535309713184,4149,4142,456,7,0.33647287329574027,0.3364728732957403,0.9457036006607438,0.9983128464690287,0.1099060014461316,0.0016871535309713184,4149,4142,456,7,,,,,,,0,0,0,0,0.9983128464690287,0.1099060014461316,0.0016871535309713184
S03,2,Uniform,6,300;380;460;540;620;700,400,0,0,0.9403393541324576,0.18670084578600563,0.18670084578600565,0.9824227513217737,0.9983128464690287,0.04338394793926247,0.0016871535309713184,4149,4142,180,7,0.18670084578600563,0.18670084578600565,0.9824227513217737,0.9983128464690287,0.04338394793926247,0.0016871535309713184,4149,4142,180,7,,,,,,,0,0,0,0,0.9983128464690287,0.04338394793926247,0.0016871535309713184
S03,2,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.9824849480021896,0.17345983799122053,0.17345983799122058,0.9863949282249332,0.9983128464690287,0.023620149433598456,0.0016871535309713184,4149,4142,98,7,0.17345983799122053,0.17345983799122058,0.9863949282249332,0.9983128464690287,0.023620149433598456,0.0016871535309713184,4149,4142,98,7,,,,,,,0,0,0,0,0.9983128464690287,0.023620149433598456,0.0016871535309713184
