site_id,configuration_id,relative_frobenius_error,spectral_cosine,rho_structure,quadrant
S09,Uniform-3,0.1992801398938974,0.9799465123953962,0.9036672140120415,C_low_rho_low_error
S10,Uniform-3,0.32006495835375715,0.9517461285422246,0.9556650246305418,B_high_rho_high_error
S11,Uniform-3,0.2558778823539781,0.9703049749115866,0.909688013136289,D_low_rho_high_error
S12,Uniform-3,0.2113110458876947,0.9778096029128881,0.9250136836343732,C_low_rho_low_error
S13,Uniform-3,0.23535722789845617,0.9732259508455102,0.8626163108921729,C_low_rho_low_error
S14,Uniform-3,0.30697056842460785,0.9538597883808299,0.9573070607553366,B_high_rho_high_error
S15,Uniform-3,0.16053334125164004,0.9880811465646064,0.9184455391351943,C_low_rho_low_error
S16,Uniform-3,0.23910721230687162,0.9722001316394338,0.906951286261631,C_low_rho_low_error
S17,Uniform-3,0.22121242897519533,0.9786592538389488,0.9129720853858784,C_low_rho_low_error
S18,Uniform-3,0.18458988030776524,0.9832915499097334,0.9332238642583469,C_low_rho_low_error
S19,Uniform-3,0.35082833404422836,0.9415117283302602,0.975369458128079,B_high_rho_high_error
S20,Uniform-3,0.2840854210461063,0.9709158932662498,0.9408866995073891,D_low_rho_high_error
S21,Uniform-3,0.6437700972203241,0.7853883294414046,0.89272030651341,D_low_rho_high_error
S22,Uniform-3,0.5839165807504517,0.8370572009223035,0.8949096880131362,D_low_rho_high_error
S23,Uniform-3,0.2504417184024785,0.9717251609995224,0.912424740010947,D_low_rho_high_error
S24,Uniform-3,0.3087848663628696,0.9525798686480056,0.926655719759168,D_low_rho_high_error
S25,Uniform-3,0.26050586664241066,0.9736527795287035,0.9578544061302682,B_high_rho_high_error
S26,Uniform-3,0.2572379138865162,0.9695460513017461,0.9146141215106732,D_low_rho_high_error
S27,Uniform-3,0.2356427467533974,0.9723697440082845,0.9523809523809524,C_low_rho_low_error
S28,Uniform-3,0.1949824094361355,0.98188903044353,0.9556650246305418,A_high_rho_low_error
S30,Uniform-3,0.17375960334957233,0.9849124570266998,0.8500273672687465,C_low_rho_low_error
S01,Uniform-4,0.3116320509885442,0.9531934357656187,0.906951286261631,D_low_rho_high_error
S02,Uniform-4,0.26090684514436874,0.9654460085729322,0.9556650246305418,B_high_rho_high_error
S03,Uniform-4,0.33647287329574027,0.9457036006607438,0.9014778325123153,D_low_rho_high_error
S04,Uniform-4,0.4423983051400265,0.9176312606851779,0.9792008757525997,B_high_rho_high_error
S05,Uniform-4,0.18870620654576012,0.9820443288479297,0.9195402298850575,C_low_rho_low_error
S06,Uniform-4,0.627489671410028,0.7789630282734716,0.983032293377121,B_high_rho_high_error
S07,Uniform-4,0.30866179417579576,0.9604565923481378,0.9337712096332785,D_low_rho_high_error
S08,Uniform-4,0.17137910114582772,0.9857878687741276,0.9085933223864259,C_low_rho_low_error
S09,Uniform-4,0.20507869936416298,0.9787727598124063,0.9518336070060207,C_low_rho_low_error
S10,Uniform-4,0.33058192893840027,0.9507656677935968,0.9764641488779421,B_high_rho_high_error
S11,Uniform-4,0.2637237504303027,0.9678764444726567,0.9485495347564312,D_low_rho_high_error
S12,Uniform-4,0.21936039870856702,0.976070043431952,0.9792008757525997,A_high_rho_low_error
S13,Uniform-4,0.24786638600054853,0.9701756240598438,0.9315818281335522,D_low_rho_high_error
S14,Uniform-4,0.31931489264701846,0.9513245575699193,0.9786535303776682,B_high_rho_high_error
S15,Uniform-4,0.16424413270260035,0.9865758515554546,0.9666119321291735,A_high_rho_low_error
S16,Uniform-4,0.2400489558737602,0.9719982728004404,0.9682539682539683,A_high_rho_low_error
S17,Uniform-4,0.21962100842765478,0.9788599081587669,0.980295566502463,A_high_rho_low_error
S18,Uniform-4,0.18744109918151913,0.982993809004756,0.9584017515051997,A_high_rho_low_error
S19,Uniform-4,0.3663465776660978,0.9331545130038122,0.9720853858784892,B_high_rho_high_error
S20,Uniform-4,0.2931076073380487,0.9680782169563975,0.9764641488779421,B_high_rho_high_error
S21,Uniform-4,0.6398349795176516,0.7708309291668166,0.9792008757525997,B_high_rho_high_error
S22,Uniform-4,0.5588484497197718,0.8304269309603818,0.960591133004926,B_high_rho_high_error
S23,Uniform-4,0.24865355520133717,0.9706384992859524,0.9638752052545155,B_high_rho_high_error
S24,Uniform-4,0.3058499866893925,0.9527391164660464,0.9589490968801313,B_high_rho_high_error
S25,Uniform-4,0.2696569660732324,0.96848156200734,0.9469074986316366,D_low_rho_high_error
S26,Uniform-4,0.28465967036693757,0.9586351710066259,0.9217296113847838,D_low_rho_high_error
S27,Uniform-4,0.2374021473942308,0.9715801379523779,0.9584017515051997,A_high_rho_low_error
S28,Uniform-4,0.19297397467603222,0.9812234764716483,0.9797482211275315,A_high_rho_low_error
S30,Uniform-4,0.18202224832899425,0.9834006984617255,0.9578544061302682,A_high_rho_low_error
S01,Uniform-6,0.21981975094758682,0.9759571781574108,0.8582375478927203,C_low_rho_low_error
S02,Uniform-6,0.20980978589186977,0.978491424264273,0.975369458128079,A_high_rho_low_error
S03,Uniform-6,0.18670084578600563,0.9824227513217737,0.9403393541324575,C_low_rho_low_error
