site_id,strategy,K,selected_ex,selected_ex_span_nm,lower_edge_gap_nm,upper_edge_gap_nm,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,spectral_cosine_fullrange,reconstruction_supported_fraction_fullrange,unsupported_fraction_fullrange
S09,Uniform,4,300;435;565;700,400,0,0,0.20507869936416298,0.20507869936416298,0.9787727598124063,0.9983128464690287,0.0016871535309713184
S09,Uniform,6,300;380;460;540;620;700,400,0,0,0.19623624009384819,0.19623624009384819,0.9806675537325014,0.9983128464690287,0.0016871535309713184
S09,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.167953973710123,0.167953973710123,0.9865283947819796,0.9983128464690287,0.0016871535309713184
S10,NAIG,2,365;425,60,65,275,0.2754662944825802,0.24941388231281753,0.9633329567412288,0.9681851048445409,0.03181489515545915
S10,NAIG,3,365;425;620,255,65,80,0.2743506809641608,0.34400970954247606,0.9635055979646328,0.9681851048445409,0.03181489515545915
S10,NAIG,4,365;425;620;450,255,65,80,0.2328776843940264,0.24555149167388635,0.9726967190990059,0.9681851048445409,0.03181489515545915
S10,NAIG,6,365;425;620;450;545;695,330,65,5,0.23063795375671753,0.2384332732875394,0.9731634878038428,0.9681851048445409,0.03181489515545915
S10,NAIG,8,365;425;620;450;545;695;505;475,330,65,5,0.22699919177879863,0.22902559970729858,0.9739401472406272,0.9681851048445409,0.03181489515545915
S10,Uniform,2,300;700,400,0,0,0.3239405714264444,0.3239405714264444,0.9477322571132744,0.9115449505905038,0.08845504940949626
S10,Uniform,3,300;500;700,400,0,0,0.32006495835375715,0.32006495835375715,0.9517461285422246,0.9363702096890817,0.0636297903109183
S10,Uniform,4,300;435;565;700,400,0,0,0.33058192893840027,0.33058192893840027,0.9507656677935968,0.9983128464690287,0.0016871535309713184
S10,Uniform,6,300;380;460;540;620;700,400,0,0,0.3000909388247618,0.3000909388247618,0.9550749424718529,0.9983128464690287,0.0016871535309713184
S10,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.2518483130967748,0.2518483130967748,0.9691169625751462,0.9983128464690287,0.0016871535309713184
S11,NAIG,2,365;425,60,65,275,0.23805643713539332,0.22303372246041756,0.9753794916558921,0.9681851048445409,0.03181489515545915
S11,NAIG,3,365;425;480,115,65,220,0.2193459312538267,0.24822797388622522,0.9779372401753493,0.9681851048445409,0.03181489515545915
S11,NAIG,4,365;425;480;620,255,65,80,0.21895262962621864,0.23076777140861018,0.97802713611305,0.9681851048445409,0.03181489515545915
