site_id,strategy,K,selected_ex,selected_ex_span_nm,lower_edge_gap_nm,upper_edge_gap_nm,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,spectral_cosine_fullrange,reconstruction_supported_fraction_fullrange,unsupported_fraction_fullrange
S20,NAIG,2,365;480,115,65,220,0.2716722050495158,0.3474799786189117,0.9676960878727624,0.9681851048445409,0.03181489515545915
S20,NAIG,3,365;480;630,265,65,70,0.2660303151598927,0.33436718035465995,0.9698673569407376,0.9681851048445409,0.03181489515545915
S20,NAIG,4,365;480;630;545,265,65,70,0.2656429882286318,0.3333482851502859,0.9697190452305053,0.9681851048445409,0.03181489515545915
S20,NAIG,6,365;480;630;545;425;695,330,65,5,0.2278136162872385,0.25839946101335703,0.9755921191952751,0.9681851048445409,0.03181489515545915
S20,NAIG,8,365;480;630;545;425;695;510;400,330,65,5,0.24661118488257522,0.2902410726286879,0.9713875409034151,0.9766208724993974,0.023379127500602555
S20,Uniform,2,300;700,400,0,0,0.290049147215651,0.290049147215651,0.9642711187497093,0.9115449505905038,0.08845504940949626
S20,Uniform,3,300;500;700,400,0,0,0.2840854210461063,0.2840854210461063,0.9709158932662498,0.9363702096890817,0.0636297903109183
S20,Uniform,4,300;435;565;700,400,0,0,0.2931076073380487,0.2931076073380487,0.9680782169563975,0.9983128464690287,0.0016871535309713184
S20,Uniform,6,300;380;460;540;620;700,400,0,0,0.25025305171517226,0.25025305171517226,0.9703184004318891,0.9983128464690287,0.0016871535309713184
S20,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.20205865945573548,0.20205865945573548,0.9795544376373588,0.9983128464690287,0.0016871535309713184
S21,NAIG,2,365;545,180,65,155,0.705752877407163,0.6250855891365483,0.7569746694220071,0.9681851048445409,0.03181489515545915
S21,NAIG,3,365;545;480,180,65,155,0.6848498063105026,0.5912507607304912,0.7705168024217488,0.9681851048445409,0.03181489515545915
S21,NAIG,4,365;545;480;620,255,65,80,0.6850348476261097,0.5878994372610346,0.7697872047790265,0.9681851048445409,0.03181489515545915
S21,NAIG,6,365;545;480;620;425;695,330,65,5,0.6584072730114363,0.5429385893352151,0.7988341802038599,0.9681851048445409,0.03181489515545915
S21,NAIG,8,365;545;480;620;425;695;505;450,330,65,5,0.6334682557787704,0.5006566575457566,0.8209399745268212,0.9681851048445409,0.03181489515545915
S21,Uniform,2,300;700,400,0,0,0.662074646325469,0.662074646325469,0.7628724092048386,0.9115449505905038,0.08845504940949626
S21,Uniform,3,300;500;700,400,0,0,0.6437700972203241,0.6437700972203241,0.7853883294414046,0.9363702096890817,0.0636297903109183
S21,Uniform,4,300;435;565;700,400,0,0,0.6398349795176516,0.6398349795176516,0.7708309291668166,0.9983128464690287,0.0016871535309713184
S21,Uniform,6,300;380;460;540;620;700,400,0,0,0.5742383875419789,0.5742383875419789,0.8212778860219655,0.9983128464690287,0.0016871535309713184
S21,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.5493426874227995,0.5493426874227995,0.8358212260565356,0.9983128464690287,0.0016871535309713184
S22,NAIG,2,365;695,330,65,5,0.5834917585256404,0.5032092945284421,0.8343705383332308,0.9681851048445409,0.03181489515545915
S22,NAIG,3,365;695;425,330,65,5,0.5610275765511509,0.4677156905497314,0.8593257286383392,0.9681851048445409,0.03181489515545915
S22,NAIG,4,365;695;425;545,330,65,5,0.530947916368783,0.41803932828208834,0.8663943090928538,0.9681851048445409,0.03181489515545915
S22,NAIG,6,365;695;425;545;480;620,330,65,5,0.524098261395611,0.40626797021036076,0.8714549280583114,0.9681851048445409,0.03181489515545915
S22,NAIG,8,365;695;425;545;480;620;315;335,380,15,5,0.5959221833485138,0.5636045529634989,0.808018659262276,0.9980718245360328,0.001928175463967221
S22,Uniform,2,300;700,400,0,0,0.6056297417454498,0.6056297417454498,0.82326233878717,0.9115449505905038,0.08845504940949626
S22,Uniform,3,300;500;700,400,0,0,0.5839165807504517,0.5839165807504517,0.8370572009223035,0.9363702096890817,0.0636297903109183
S22,Uniform,4,300;435;565;700,400,0,0,0.5588484497197718,0.5588484497197718,0.8304269309603818,0.9983128464690287,0.0016871535309713184
S22,Uniform,6,300;380;460;540;620;700,400,0,0,0.4786111274389454,0.4786111274389454,0.8829578592295221,0.9983128464690287,0.0016871535309713184
S22,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.46620927543182694,0.46620927543182694,0.884720308256242,0.9983128464690287,0.0016871535309713184
S23,NAIG,2,400;660,260,100,40,0.29765382218665165,0.3061980556978407,0.9559735654074422,0.9402265606170161,0.05977343938298385
S23,NAIG,3,400;660;620,260,100,40,0.3003173944670355,0.3117390991771796,0.9563948996467442,0.9402265606170161,0.05977343938298385
S23,NAIG,4,400;660;620;535,260,100,40,0.2995580076321036,0.3101474123433819,0.9555739544234509,0.9402265606170161,0.05977343938298385
S23,NAIG,6,400;660;620;535;365;435,295,65,40,0.29208647927337755,0.27726380853778143,0.9583510899915892,0.9766208724993974,0.023379127500602555
S23,NAIG,8,400;660;620;535;365;435;695;505,330,65,5,0.29217226849078376,0.27625365515807565,0.9573301177063931,0.9766208724993974,0.023379127500602555
S23,Uniform,2,300;700,400,0,0,0.2543826308307444,0.2543826308307444,0.968179106193197,0.9115449505905038,0.08845504940949626
S23,Uniform,3,300;500;700,400,0,0,0.2504417184024785,0.2504417184024785,0.9717251609995224,0.9363702096890817,0.0636297903109183
S23,Uniform,4,300;435;565;700,400,0,0,0.24865355520133717,0.24865355520133717,0.9706384992859524,0.9983128464690287,0.0016871535309713184
S23,Uniform,6,300;380;460;540;620;700,400,0,0,0.21414230430522538,0.21414230430522538,0.9768578586609172,0.9983128464690287,0.0016871535309713184
S23,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.18273503558081114,0.18273503558081114,0.9833177891311555,0.9983128464690287,0.0016871535309713184
S24,NAIG,2,365;425,60,65,275,0.2923005490473331,0.2582955475573408,0.9578439393650388,0.9681851048445409,0.03181489515545915
S24,NAIG,3,365;425;480,115,65,220,0.2916590811751421,0.28349360269919854,0.9584681640154713,0.9681851048445409,0.03181489515545915
S24,NAIG,4,365;425;480;620,255,65,80,0.28862972596899683,0.26220118957887256,0.9585269089740464,0.9681851048445409,0.03181489515545915
S24,NAIG,6,365;425;480;620;545;330,290,30,80,0.31299623433473295,0.2963992893519958,0.9522586669359164,0.9893950349481803,0.010604965051819716
S24,NAIG,8,365;425;480;620;545;330;505;305,315,5,80,0.35184465955960864,0.3497682221065623,0.9365100277359081,0.9983128464690287,0.0016871535309713184
S24,Uniform,2,300;700,400,0,0,0.33013369041102064,0.33013369041102064,0.9440117535998497,0.9115449505905038,0.08845504940949626
S24,Uniform,3,300;500;700,400,0,0,0.3087848663628696,0.3087848663628696,0.9525798686480056,0.9363702096890817,0.0636297903109183
S24,Uniform,4,300;435;565;700,400,0,0,0.3058499866893925,0.3058499866893925,0.9527391164660464,0.9983128464690287,0.0016871535309713184
S24,Uniform,6,300;380;460;540;620;700,400,0,0,0.2778045953521917,0.2778045953521917,0.9625195846062291,0.9983128464690287,0.0016871535309713184
S24,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.2705126469652889,0.2705126469652889,0.9627229468886859,0.9983128464690287,0.0016871535309713184
S25,NAIG,2,365;425,60,65,275,0.21786608453076753,0.18051766338444486,0.9788665570925438,0.9681851048445409,0.03181489515545915
S25,NAIG,3,365;425;480,115,65,220,0.20928158218396903,0.2348770473236328,0.9795661885950809,0.9681851048445409,0.03181489515545915
S25,NAIG,4,365;425;480;620,255,65,80,0.2075317124760453,0.22939358143076138,0.979782486523331,0.9681851048445409,0.03181489515545915
S25,NAIG,6,365;425;480;620;660;695,330,65,5,0.20688332502879436,0.22596667144096283,0.979964226386082,0.9681851048445409,0.03181489515545915
S25,NAIG,8,365;425;480;620;660;695;450;505,330,65,5,0.18649537909092156,0.1850523404298631,0.9829942386158024,0.9681851048445409,0.03181489515545915
S25,Uniform,2,300;700,400,0,0,0.2725650824699425,0.2725650824699425,0.9650204758189125,0.9115449505905038,0.08845504940949626
S25,Uniform,3,300;500;700,400,0,0,0.26050586664241066,0.26050586664241066,0.9736527795287035,0.9363702096890817,0.0636297903109183
S25,Uniform,4,300;435;565;700,400,0,0,0.2696569660732324,0.2696569660732324,0.96848156200734,0.9983128464690287,0.0016871535309713184
S25,Uniform,6,300;380;460;540;620;700,400,0,0,0.23292599844540415,0.23292599844540415,0.9741388612397209,0.9983128464690287,0.0016871535309713184
S25,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.19199236371468273,0.19199236371468273,0.981545934333674,0.9983128464690287,0.0016871535309713184
S26,NAIG,2,365;425,60,65,275,0.24521383013235956,0.1933395364696006,0.9701265846523147,0.9681851048445409,0.03181489515545915
S26,NAIG,3,365;425;620,255,65,80,0.24631792407702036,0.2234582629713009,0.9697775117318898,0.9681851048445409,0.03181489515545915
S26,NAIG,4,365;425;620;545,255,65,80,0.24569924374189867,0.22490891210512942,0.9698954468220757,0.9681851048445409,0.03181489515545915
S26,NAIG,6,365;425;620;545;475;345,275,45,80,0.26119079825337316,0.2510704629147643,0.9681656653258283,0.9930103639431188,0.0069896360568811764
S26,NAIG,8,365;425;620;545;475;345;505;305,315,5,80,0.26255359749801127,0.25886281889986945,0.9649808584146612,0.997589780670041,0.002410219329959026
S26,Uniform,2,300;700,400,0,0,0.27576729119338256,0.27576729119338256,0.9622722100514295,0.9115449505905038,0.08845504940949626
S26,Uniform,3,300;500;700,400,0,0,0.2572379138865162,0.2572379138865162,0.9695460513017461,0.9363702096890817,0.0636297903109183
S26,Uniform,4,300;435;565;700,400,0,0,0.28465967036693757,0.28465967036693757,0.9586351710066259,0.9983128464690287,0.0016871535309713184
S26,Uniform,6,300;380;460;540;620;700,400,0,0,0.234144126848677,0.234144126848677,0.9734812962972811,0.9983128464690287,0.0016871535309713184
S26,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.2241978829867014,0.2241978829867014,0.9745602909209181,0.9983128464690287,0.0016871535309713184
S27,NAIG,2,365;620,255,65,80,0.24044831225049004,0.2296125169687946,0.9721536766340129,0.9681851048445409,0.03181489515545915
S27,NAIG,3,365;620;545,255,65,80,0.23844468472449767,0.22700130642877753,0.9726175677210835,0.9681851048445409,0.03181489515545915
S27,NAIG,4,365;620;545;450,255,65,80,0.24452900396573884,0.23446183118246333,0.9717413838756667,0.9681851048445409,0.03181489515545915
S27,NAIG,6,365;620;545;450;425;685,320,65,15,0.2362743794849819,0.21908592115515124,0.9727827874052392,0.9681851048445409,0.03181489515545915
S27,NAIG,8,365;620;545;450;425;685;475;505,320,65,15,0.22744283016075906,0.2051594754563131,0.9743244789050548,0.9681851048445409,0.03181489515545915
S27,Uniform,2,300;700,400,0,0,0.27385786612778934,0.27385786612778934,0.9619251599407743,0.9115449505905038,0.08845504940949626
S27,Uniform,3,300;500;700,400,0,0,0.2356427467533974,0.2356427467533974,0.9723697440082845,0.9363702096890817,0.0636297903109183
S27,Uniform,4,300;435;565;700,400,0,0,0.2374021473942308,0.2374021473942308,0.9715801379523779,0.9983128464690287,0.0016871535309713184
S27,Uniform,6,300;380;460;540;620;700,400,0,0,0.21649719292924052,0.21649719292924052,0.9769926488538364,0.9983128464690287,0.0016871535309713184
S27,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.2131811646475677,0.2131811646475677,0.9771014758419247,0.9983128464690287,0.0016871535309713184
S28,NAIG,2,365;425,60,65,275,0.18301208491652401,0.1701532871054708,0.9834223957895636,0.9681851048445409,0.03181489515545915
S28,NAIG,3,365;425;620,255,65,80,0.17918064241347992,0.17390986340313552,0.9838537853660864,0.9681851048445409,0.03181489515545915
S28,NAIG,4,365;425;620;545,255,65,80,0.1778006599241795,0.17265375421355053,0.984110571698134,0.9681851048445409,0.03181489515545915
S28,NAIG,6,365;425;620;545;465;335,285,35,80,0.19727276279525682,0.19606085486928262,0.980547392856881,0.9915642323451435,0.008435767654856591
S28,NAIG,8,365;425;620;545;465;335;660;505,325,35,40,0.18947049194149543,0.18550879934787662,0.9818996045067424,0.9915642323451435,0.008435767654856591
S28,Uniform,2,300;700,400,0,0,0.20888129621251886,0.20888129621251886,0.9779792736314376,0.9115449505905038,0.08845504940949626
S28,Uniform,3,300;500;700,400,0,0,0.1949824094361355,0.1949824094361355,0.98188903044353,0.9363702096890817,0.0636297903109183
S28,Uniform,4,300;435;565;700,400,0,0,0.19297397467603222,0.19297397467603222,0.9812234764716483,0.9983128464690287,0.0016871535309713184
S28,Uniform,6,300;380;460;540;620;700,400,0,0,0.18353297015490266,0.18353297015490266,0.9831060201998367,0.9983128464690287,0.0016871535309713184
S28,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.17438120901720391,0.17438120901720391,0.9848276937348605,0.9983128464690287,0.0016871535309713184
S30,NAIG,2,365;425,60,65,275,0.1914018211363729,0.17677910711155445,0.982361640228894,0.9681851048445409,0.03181489515545915
S30,NAIG,3,365;425;480,115,65,220,0.1876274345635242,0.18815986525225722,0.9829688796053162,0.9681851048445409,0.03181489515545915
S30,NAIG,4,365;425;480;620,255,65,80,0.18202395615364403,0.18627497047767969,0.9838172652272964,0.9681851048445409,0.03181489515545915
S30,NAIG,6,365;425;480;620;545;330,290,30,80,0.19991659909698803,0.20330137716945207,0.9814507127032264,0.9893950349481803,0.010604965051819716
S30,NAIG,8,365;425;480;620;545;330;505;400,290,30,80,0.1920741177875507,0.19283477281859462,0.9825018572646291,0.9893950349481803,0.010604965051819716
S30,Uniform,2,300;700,400,0,0,0.18703014480420446,0.18703014480420446,0.9823849279456622,0.9115449505905038,0.08845504940949626
S30,Uniform,3,300;500;700,400,0,0,0.17375960334957233,0.17375960334957233,0.9849124570266998,0.9363702096890817,0.0636297903109183
S30,Uniform,4,300;435;565;700,400,0,0,0.18202224832899425,0.18202224832899425,0.9834006984617255,0.9983128464690287,0.0016871535309713184
S30,Uniform,6,300;380;460;540;620;700,400,0,0,0.1746912293487718,0.1746912293487718,0.9846799148195332,0.9983128464690287,0.0016871535309713184
S30,Uniform,8,300;355;415;470;530;585;645;700,400,0,0,0.15785883770970807,0.15785883770970807,0.9876979322419306,0.9983128464690287,0.0016871535309713184
