site_id,strategy,K,selected_ex,relative_frobenius_error_fullrange,relative_frobenius_error_interpdomain,spectral_cosine_fullrange,spectral_cosine_interpdomain,reconstruction_supported_fraction_fullrange,unsupported_fraction_fullrange
S03,Uniform,6,300;380;460;540;620;700,0.1867008457860056,0.1867008457860056,0.9824227513217736,0.9824227513217736,0.9983128464690288,0.0016871535309713
S03,Uniform,8,300;355;415;470;530;585;645;700,0.1734598379912205,0.1734598379912205,0.9863949282249332,0.9863949282249332,0.9983128464690288,0.0016871535309713
S04,NAIG,2,425;360,0.5968085181717399,0.6804181979831861,0.8368246058046837,0.8837653581667976,0.9715594119064836,0.0284405880935165
S04,NAIG,3,425;360;620,0.59615131757843,0.7845629994968671,0.8366339061732544,0.8725862689760593,0.9715594119064836,0.0284405880935165
S04,NAIG,4,425;360;620;465,0.562933033246591,0.7069297094929212,0.8438174701904086,0.8628430612552918,0.9715594119064836,0.0284405880935165
S04,NAIG,6,425;360;620;465;545;525,0.5586938063392827,0.6979879562585072,0.8443315730273279,0.8597048885477918,0.9715594119064836,0.0284405880935165
S04,NAIG,8,425;360;620;465;545;525;505;695,0.5568845664047015,0.6863966809434026,0.8447359383242781,0.8605595567202653,0.9715594119064836,0.0284405880935165
S04,Uniform,2,300;700,0.4337658040580569,0.4337658040580569,0.91473874584821,0.91473874584821,0.9115449505905038,0.0884550494094962
S04,Uniform,3,300;500;700,0.4339337273148649,0.4339337273148649,0.9186975621832896,0.9186975621832896,0.9363702096890816,0.0636297903109183
S04,Uniform,4,300;435;565;700,0.4423983051400265,0.4423983051400265,0.917631260685178,0.917631260685178,0.9983128464690288,0.0016871535309713
S04,Uniform,6,300;380;460;540;620;700,0.4250998923174594,0.4250998923174594,0.912732612465352,0.912732612465352,0.9983128464690288,0.0016871535309713
S04,Uniform,8,300;355;415;470;530;585;645;700,0.3580493935409186,0.3580493935409186,0.9349537912339788,0.9349537912339788,0.9983128464690288,0.0016871535309713
S05,NAIG,2,365;620,0.2055627551062287,0.2158338713335414,0.979450800830854,0.9795618829797764,0.9681851048445408,0.0318148951554591
S05,NAIG,3,365;620;435,0.2030280463288714,0.2065495430434034,0.9796244307389156,0.9799542909032334,0.9681851048445408,0.0318148951554591
S05,NAIG,4,365;620;435;545,0.196102301381831,0.1967196713493333,0.9808178535860872,0.9814892585834072,0.9681851048445408,0.0318148951554591
S05,NAIG,6,365;620;435;545;475;345,0.2352678045401217,0.2554258659979509,0.975912749577164,0.9748565748268068,0.9930103639431188,0.0069896360568811
S05,NAIG,8,365;620;435;545;475;345;305;505,0.1930532838976884,0.1917288274800535,0.9811971912302506,0.981492052064016,0.997589780670041,0.002410219329959
