site_id,strategy,K,selected_ex,rho_structure,relative_frobenius_error_fullrange,spectral_cosine_fullrange,reconstruction_supported_fraction_fullrange,unsupported_fraction_fullrange
S05,Uniform,4,300;435;565;700,0.9195402298850576,0.1887062065457601,0.9820443288479296,0.9983128464690288,0.0016871535309713
S05,Uniform,6,300;380;460;540;620;700,0.9430760810071156,0.1784395404405651,0.9840413075470806,0.9983128464690288,0.0016871535309713
S05,Uniform,8,300;355;415;470;530;585;645;700,0.9852216748768474,0.1719851548689386,0.9860141034011202,0.9983128464690288,0.0016871535309713
S06,NAIG,2,365;425,0.9693486590038316,0.6101482217164914,0.8060942325072347,0.9681851048445408,0.0318148951554591
S06,NAIG,3,365;425;610,0.9781061850027368,0.609841765940359,0.8053492256866607,0.9681851048445408,0.0318148951554591
S06,NAIG,4,365;425;610;545,0.9770114942528736,0.6110132215113956,0.8056072242732015,0.9681851048445408,0.0318148951554591
S06,NAIG,6,365;425;610;545;505;450,0.9436234263820472,0.5675364043500734,0.8423456801144761,0.9681851048445408,0.0318148951554591
S06,NAIG,8,365;425;610;545;505;450;305;695,0.9688013136289,0.6521715687548343,0.7623170228204911,0.997589780670041,0.002410219329959
S06,Uniform,2,300;700,0.8149972632731254,0.6458905269782164,0.7832669019475084,0.9115449505905038,0.0884550494094962
S06,Uniform,3,300;500;700,0.9020251778872468,0.6383526079779658,0.7820889947878827,0.9363702096890816,0.0636297903109183
S06,Uniform,4,300;435;565;700,0.9830322933771212,0.627489671410028,0.7789630282734716,0.9983128464690288,0.0016871535309713
S06,Uniform,6,300;380;460;540;620;700,0.981937602627258,0.5648078342247765,0.8285099263059743,0.9983128464690288,0.0016871535309713
S06,Uniform,8,300;355;415;470;530;585;645;700,0.9906951286261632,0.5449812609236478,0.8385035477711716,0.9983128464690288,0.0016871535309713
S07,NAIG,2,365;425,0.8659003831417625,0.2716464068492699,0.9657966596222052,0.9681851048445408,0.0318148951554591
S07,NAIG,3,365;425;480,0.8461959496442256,0.2730020780733993,0.964826273426123,0.9681851048445408,0.0318148951554591
S07,NAIG,4,365;425;480;575,0.8872468527640942,0.2681816454573231,0.9655673217000074,0.9681851048445408,0.0318148951554591
S07,NAIG,6,365;425;480;575;510;305,0.9540229885057474,0.3213498276124626,0.9507029540803884,0.997589780670041,0.002410219329959
S07,NAIG,8,365;425;480;575;510;305;695;625,0.9715380405035576,0.307019588097342,0.9555505177863268,0.997589780670041,0.002410219329959
S07,Uniform,2,300;700,0.5593869731800767,0.3262773494004187,0.9551992488199628,0.9115449505905038,0.0884550494094962
S07,Uniform,3,300;500;700,0.8308702791461414,0.3125196672107272,0.9622107253518082,0.9363702096890816,0.0636297903109183
S07,Uniform,4,300;435;565;700,0.9337712096332788,0.3086617941757957,0.9604565923481378,0.9983128464690288,0.0016871535309713
S07,Uniform,6,300;380;460;540;620;700,0.9589490968801314,0.2739200048154785,0.9638378383861194,0.9983128464690288,0.0016871535309713
S07,Uniform,8,300;355;415;470;530;585;645;700,0.984126984126984,0.2491469863486609,0.9685776767483136,0.9983128464690288,0.0016871535309713
S08,NAIG,2,365;425,0.934865900383142,0.1846853006176663,0.9848261357936364,0.9681851048445408,0.0318148951554591
S08,NAIG,3,365;425;480,0.9408866995073892,0.1844519370530696,0.9834198625513264,0.9681851048445408,0.0318148951554591
S08,NAIG,4,365;425;480;620,0.9408866995073892,0.1811992690054883,0.9840659129365744,0.9681851048445408,0.0318148951554591
S08,NAIG,6,365;425;480;620;545;330,0.9447181171319105,0.1883644377415569,0.9830624659415346,0.9893950349481804,0.0106049650518197
S08,NAIG,8,365;425;480;620;545;330;505;400,0.9742747673782158,0.1936810304030606,0.9833968487119278,0.9893950349481804,0.0106049650518197
S08,Uniform,2,300;700,0.8483853311439519,0.188186769187737,0.982188174072459,0.9115449505905038,0.0884550494094962
S08,Uniform,3,300;500;700,0.8587848932676518,0.1732215065337171,0.9854296411750552,0.9363702096890816,0.0636297903109183
S08,Uniform,4,300;435;565;700,0.908593322386426,0.1713791011458277,0.9857878687741276,0.9983128464690288,0.0016871535309713
S08,Uniform,6,300;380;460;540;620;700,0.9064039408866996,0.1627579821568142,0.986749528049688,0.9983128464690288,0.0016871535309713
S08,Uniform,8,300;355;415;470;530;585;645;700,0.976464148877942,0.1574840091159254,0.9876273484281936,0.9983128464690288,0.0016871535309713
S09,NAIG,2,365;425,0.9485495347564314,0.184206975067568,0.9841336245309243,0.9681851048445408,0.0318148951554591
S09,NAIG,3,365;425;480,0.9655172413793104,0.1711728366011811,0.985634954091712,0.9681851048445408,0.0318148951554591
S09,NAIG,4,365;425;480;620,0.9671592775041052,0.1719809251337675,0.9855999970754242,0.9681851048445408,0.0318148951554591
S09,NAIG,6,365;425;480;620;545;330,0.9775588396278052,0.2439253294298589,0.9755328231054942,0.9893950349481804,0.0106049650518197
S09,NAIG,8,365;425;480;620;545;330;505;305,0.9786535303776684,0.2317233320128564,0.9751073251394629,0.9983128464690288,0.0016871535309713
S09,Uniform,2,300;700,0.7712096332785988,0.2247111066133422,0.9758975425570944,0.9115449505905038,0.0884550494094962
S09,Uniform,3,300;500;700,0.9036672140120416,0.1992801398938974,0.9799465123953962,0.9363702096890816,0.0636297903109183
S09,Uniform,4,300;435;565;700,0.9518336070060208,0.2050786993641629,0.9787727598124064,0.9983128464690288,0.0016871535309713
S09,Uniform,6,300;380;460;540;620;700,0.9715380405035576,0.1962362400938481,0.9806675537325014,0.9983128464690288,0.0016871535309713
S09,Uniform,8,300;355;415;470;530;585;645;700,0.9896004378763,0.167953973710123,0.9865283947819796,0.9983128464690288,0.0016871535309713
S10,NAIG,2,365;425,0.9698960043787632,0.2754662944825802,0.9633329567412288,0.9681851048445408,0.0318148951554591
S10,NAIG,3,365;425;620,0.9748221127531472,0.2743506809641608,0.9635055979646328,0.9681851048445408,0.0318148951554591
S10,NAIG,4,365;425;620;450,0.9742747673782156,0.2328776843940264,0.972696719099006,0.9681851048445408,0.0318148951554591
S10,NAIG,6,365;425;620;450;545;695,0.980295566502463,0.2306379537567175,0.9731634878038428,0.9681851048445408,0.0318148951554591
S10,NAIG,8,365;425;620;450;545;695;505;475,0.9666119321291736,0.2269991917787986,0.9739401472406272,0.9681851048445408,0.0318148951554591
S10,Uniform,2,300;700,0.8489326765188834,0.3239405714264444,0.9477322571132744,0.9115449505905038,0.0884550494094962
S10,Uniform,3,300;500;700,0.9556650246305418,0.3200649583537571,0.9517461285422246,0.9363702096890816,0.0636297903109183
S10,Uniform,4,300;435;565;700,0.976464148877942,0.3305819289384002,0.9507656677935968,0.9983128464690288,0.0016871535309713
S10,Uniform,6,300;380;460;540;620;700,0.9890530925013684,0.3000909388247618,0.9550749424718528,0.9983128464690288,0.0016871535309713
S10,Uniform,8,300;355;415;470;530;585;645;700,0.9950738916256158,0.2518483130967748,0.9691169625751462,0.9983128464690288,0.0016871535309713
S11,NAIG,2,365;425,0.9430760810071156,0.2380564371353933,0.975379491655892,0.9681851048445408,0.0318148951554591
S11,NAIG,3,365;425;480,0.9551176792556104,0.2193459312538267,0.9779372401753492,0.9681851048445408,0.0318148951554591
S11,NAIG,4,365;425;480;620,0.9534756431308156,0.2189526296262186,0.97802713611305,0.9681851048445408,0.0318148951554591
S11,NAIG,6,365;425;480;620;545;330,0.9715380405035576,0.2934466159182184,0.9665077924329316,0.9893950349481804,0.0106049650518197
S11,NAIG,8,365;425;480;620;545;330;505;305,0.9737274220032842,0.2639628023836763,0.9646192488357912,0.9983128464690288,0.0016871535309713
S11,Uniform,2,300;700,0.7931034482758622,0.2619179051398478,0.9668412076204576,0.9115449505905038,0.0884550494094962
S11,Uniform,3,300;500;700,0.909688013136289,0.2558778823539781,0.9703049749115866,0.9363702096890816,0.0636297903109183
S11,Uniform,4,300;435;565;700,0.9485495347564314,0.2637237504303027,0.9678764444726567,0.9983128464690288,0.0016871535309713
S11,Uniform,6,300;380;460;540;620;700,0.9540229885057472,0.244282039291532,0.9702103098353628,0.9983128464690288,0.0016871535309713
S11,Uniform,8,300;355;415;470;530;585;645;700,0.9841269841269842,0.1896818917542916,0.9819431266265356,0.9983128464690288,0.0016871535309713
S12,NAIG,2,365;425,0.9020251778872468,0.2107894784075114,0.979197259288967,0.9681851048445408,0.0318148951554591
S12,NAIG,3,365;425;480,0.9529282977558836,0.2022252841054527,0.980255168422272,0.9681851048445408,0.0318148951554591
S12,NAIG,4,365;425;480;620,0.9562123700054737,0.2004067540891034,0.9806530145449408,0.9681851048445408,0.0318148951554591
S12,NAIG,6,365;425;480;620;545;330,0.9359605911330048,0.2708694688146857,0.971092856530088,0.9893950349481804,0.0106049650518197
S12,NAIG,8,365;425;480;620;545;330;400;505,0.9633278598795842,0.2229196075999496,0.9776686788843264,0.9893950349481804,0.0106049650518197
S12,Uniform,2,300;700,0.8160919540229885,0.2264016627272501,0.9741856073723024,0.9115449505905038,0.0884550494094962
S12,Uniform,3,300;500;700,0.9250136836343734,0.2113110458876947,0.977809602912888,0.9363702096890816,0.0636297903109183
S12,Uniform,4,300;435;565;700,0.9792008757526,0.219360398708567,0.976070043431952,0.9983128464690288,0.0016871535309713
S12,Uniform,6,300;380;460;540;620;700,0.9501915708812264,0.2025180204877207,0.9792789745639772,0.9983128464690288,0.0016871535309713
S12,Uniform,8,300;355;415;470;530;585;645;700,0.9912424740010948,0.1806993046458005,0.9838873267059056,0.9983128464690288,0.0016871535309713
S13,NAIG,2,365;425,0.9354132457580736,0.2137006492739148,0.9809275912198614,0.9681851048445408,0.0318148951554591
S13,NAIG,3,365;425;480,0.9578544061302684,0.1996236791881607,0.9824794787355376,0.9681851048445408,0.0318148951554591
S13,NAIG,4,365;425;480;620,0.9584017515052,0.1982986337267412,0.982306678834831,0.9681851048445408,0.0318148951554591
S13,NAIG,6,365;425;480;620;545;685,0.9441707717569788,0.1946082402104804,0.9826859997223658,0.9681851048445408,0.0318148951554591
S13,NAIG,8,365;425;480;620;545;685;505;450,0.9616858237547894,0.1891629928570072,0.9829385349151636,0.9681851048445408,0.0318148951554591
S13,Uniform,2,300;700,0.7903667214012041,0.2430146771654591,0.9703818588393666,0.9115449505905038,0.0884550494094962
S13,Uniform,3,300;500;700,0.8626163108921729,0.2353572278984561,0.9732259508455102,0.9363702096890816,0.0636297903109183
S13,Uniform,4,300;435;565;700,0.9315818281335524,0.2478663860005485,0.9701756240598438,0.9983128464690288,0.0016871535309713
S13,Uniform,6,300;380;460;540;620;700,0.9337712096332786,0.2150997961325586,0.9769639972842395,0.9983128464690288,0.0016871535309713
S13,Uniform,8,300;355;415;470;530;585;645;700,0.9830322933771212,0.1779912550842112,0.984238361356974,0.9983128464690288,0.0016871535309713
S14,NAIG,2,365;620,0.947454844006568,0.3699090732903662,0.9447588142996008,0.9681851048445408,0.0318148951554591
S14,NAIG,3,365;620;480,0.9720853858784894,0.3351861712470878,0.9503103898510876,0.9681851048445408,0.0318148951554591
S14,NAIG,4,365;620;480;425,0.9737274220032842,0.2821826717396722,0.9626888740071278,0.9681851048445408,0.0318148951554591
S14,NAIG,6,365;620;480;425;545;325,0.9824849480021892,0.3564762414690246,0.9481909818976046,0.9910821884791516,0.0089178115208483
S14,NAIG,8,365;620;480;425;545;325;525;450,0.9819376026272578,0.3273910807089427,0.954684766157742,0.9910821884791516,0.0089178115208483
S14,Uniform,2,300;700,0.8866995073891628,0.314382904560552,0.949691650313351,0.9115449505905038,0.0884550494094962
S14,Uniform,3,300;500;700,0.9573070607553368,0.3069705684246078,0.95385978838083,0.9363702096890816,0.0636297903109183
S14,Uniform,4,300;435;565;700,0.9786535303776684,0.3193148926470184,0.9513245575699192,0.9983128464690288,0.0016871535309713
S14,Uniform,6,300;380;460;540;620;700,0.9896004378763,0.2853299547679544,0.9592694263475156,0.9983128464690288,0.0016871535309713
S14,Uniform,8,300;355;415;470;530;585;645;700,0.9874110563765736,0.2375497100794318,0.9726133489166786,0.9983128464690288,0.0016871535309713
S15,NAIG,2,365;425,0.9157088122605364,0.1797321520204376,0.9838874143576396,0.9681851048445408,0.0318148951554591
S15,NAIG,3,365;425;620,0.9277504105090312,0.1765954641678133,0.9846431328307992,0.9681851048445408,0.0318148951554591
S15,NAIG,4,365;425;620;545,0.9376026272577996,0.1766449539832918,0.9844587679552328,0.9681851048445408,0.0318148951554591
S15,NAIG,6,365;425;620;545;475;345,0.963327859879584,0.1823566308938013,0.9848155846616012,0.9930103639431188,0.0069896360568811
S15,NAIG,8,365;425;620;545;475;345;505;305,0.9726327312534212,0.1929358530949525,0.981705865055286,0.997589780670041,0.002410219329959
S15,Uniform,2,300;700,0.8773946360153257,0.1766913003860938,0.9842665949039988,0.9115449505905038,0.0884550494094962
S15,Uniform,3,300;500;700,0.9184455391351944,0.16053334125164,0.9880811465646064,0.9363702096890816,0.0636297903109183
S15,Uniform,4,300;435;565;700,0.9666119321291736,0.1642441327026003,0.9865758515554546,0.9983128464690288,0.0016871535309713
S15,Uniform,6,300;380;460;540;620;700,0.9720853858784896,0.1563736326309432,0.987702486568628,0.9983128464690288,0.0016871535309713
S15,Uniform,8,300;355;415;470;530;585;645;700,0.9928845101258896,0.1494780436882817,0.9888013285370816,0.9983128464690288,0.0016871535309713
S16,NAIG,2,365;425,0.9534756431308156,0.2339250417112808,0.9734559453171964,0.9681851048445408,0.0318148951554591
S16,NAIG,3,365;425;480,0.93431855500821,0.2232425998322946,0.9751242983313262,0.9681851048445408,0.0318148951554591
S16,NAIG,4,365;425;480;620,0.9211822660098524,0.2192378259137805,0.9759846076710876,0.9681851048445408,0.0318148951554591
S16,NAIG,6,365;425;480;620;545;325,0.9649698960043788,0.299099421297745,0.9656738186492808,0.9910821884791516,0.0089178115208483
S16,NAIG,8,365;425;480;620;545;325;505;400,0.9704433497536946,0.2605050909817522,0.970080878154002,0.9910821884791516,0.0089178115208483
S16,Uniform,2,300;700,0.7668308702791462,0.2502829153483109,0.968181463506126,0.9115449505905038,0.0884550494094962
S16,Uniform,3,300;500;700,0.9069512862616312,0.2391072123068716,0.9722001316394338,0.9363702096890816,0.0636297903109183
S16,Uniform,4,300;435;565;700,0.9682539682539684,0.2400489558737602,0.9719982728004404,0.9983128464690288,0.0016871535309713
S16,Uniform,6,300;380;460;540;620;700,0.932129173508484,0.2217394752949569,0.975116025957796,0.9983128464690288,0.0016871535309713
S16,Uniform,8,300;355;415;470;530;585;645;700,0.9890530925013684,0.1959441663946135,0.9817267040528744,0.9983128464690288,0.0016871535309713
S17,NAIG,2,365;425,0.90311986863711,0.2087258104443328,0.9804862412031417,0.9681851048445408,0.0318148951554591
S17,NAIG,3,365;425;480,0.9518336070060208,0.2058789362260526,0.9807673437439411,0.9681851048445408,0.0318148951554591
S17,NAIG,4,365;425;480;620,0.9688013136289,0.2045913742222351,0.9808439129742588,0.9681851048445408,0.0318148951554591
S17,NAIG,6,365;425;480;620;545;325,0.9802955665024632,0.2216227265169894,0.9793046005631526,0.9910821884791516,0.0089178115208483
S17,NAIG,8,365;425;480;620;545;325;505;400,0.9868637110016424,0.2092421592118178,0.9807716095435428,0.9910821884791516,0.0089178115208483
S17,Uniform,2,300;700,0.808976464148878,0.2403465753657079,0.9714743859351792,0.9115449505905038,0.0884550494094962
S17,Uniform,3,300;500;700,0.9129720853858784,0.2212124289751953,0.9786592538389488,0.9363702096890816,0.0636297903109183
S17,Uniform,4,300;435;565;700,0.9802955665024632,0.2196210084276547,0.9788599081587668,0.9983128464690288,0.0016871535309713
S17,Uniform,6,300;380;460;540;620;700,0.9622331691297208,0.1982739222337553,0.9805839152078648,0.9983128464690288,0.0016871535309713
S17,Uniform,8,300;355;415;470;530;585;645;700,0.9852216748768472,0.1686481320932799,0.985685273387483,0.9983128464690288,0.0016871535309713
S18,NAIG,2,365;480,0.9534756431308156,0.2090251748794271,0.9820253932047738,0.9681851048445408,0.0318148951554591
S18,NAIG,3,365;480;545,0.961138478379858,0.2053009499500403,0.98264878538098,0.9681851048445408,0.0318148951554591
S18,NAIG,4,365;480;545;425,0.9480021893815,0.2456662717657157,0.9781772353730486,0.9681851048445408,0.0318148951554591
S18,NAIG,6,365;480;545;425;620;330,0.9677066228790367,0.2176825320409652,0.9816261558514224,0.9893950349481804,0.0106049650518197
S18,NAIG,8,365;480;545;425;620;330;505;305,0.9726327312534212,0.2146093310535987,0.9781508033351152,0.9983128464690288,0.0016871535309713
S18,Uniform,2,300;700,0.8653530377668309,0.2085454410295808,0.9783206210699392,0.9115449505905038,0.0884550494094962
S18,Uniform,3,300;500;700,0.9332238642583472,0.1845898803077652,0.9832915499097334,0.9363702096890816,0.0636297903109183
S18,Uniform,4,300;435;565;700,0.9584017515052,0.1874410991815191,0.982993809004756,0.9983128464690288,0.0016871535309713
S18,Uniform,6,300;380;460;540;620;700,0.9562123700054737,0.1831718094772451,0.9833292788006448,0.9983128464690288,0.0016871535309713
S18,Uniform,8,300;355;415;470;530;585;645;700,0.9775588396278052,0.1604529779558547,0.9873458481198292,0.9983128464690288,0.0016871535309713
S19,NAIG,2,325;410,0.9781061850027368,0.3528197377821369,0.9460739274305088,0.9910821884791516,0.0089178115208483
S19,NAIG,3,325;410;610,0.9835796387520526,0.3111827800659562,0.9543851336585076,0.9910821884791516,0.0089178115208483
S19,NAIG,4,325;410;610;475,0.9874110563765736,0.3892085432380679,0.9349308795840174,0.9910821884791516,0.0089178115208483
S19,NAIG,6,325;410;610;475;365;495,0.9967159277504108,0.3986399685313323,0.9363476346913006,0.9910821884791516,0.0089178115208483
S19,NAIG,8,325;410;610;475;365;495;305;700,0.9956212370005476,0.3705990349710317,0.9291756453963927,0.9987948903350204,0.0012051096649795
S19,Uniform,2,300;700,0.9545703338806788,0.3761516602116632,0.931638160059073,0.9115449505905038,0.0884550494094962
S19,Uniform,3,300;500;700,0.975369458128079,0.3508283340442283,0.9415117283302602,0.9363702096890816,0.0636297903109183
S19,Uniform,4,300;435;565;700,0.9720853858784896,0.3663465776660978,0.9331545130038122,0.9983128464690288,0.0016871535309713
S19,Uniform,6,300;380;460;540;620;700,0.9967159277504106,0.3001222813488381,0.9547865995978072,0.9983128464690288,0.0016871535309713
S19,Uniform,8,300;355;415;470;530;585;645;700,0.9967159277504106,0.2431494155713229,0.9717487435777056,0.9983128464690288,0.0016871535309713
S20,NAIG,2,365;480,0.9562123700054734,0.2716722050495158,0.9676960878727624,0.9681851048445408,0.0318148951554591
S20,NAIG,3,365;480;630,0.963327859879584,0.2660303151598927,0.9698673569407376,0.9681851048445408,0.0318148951554591
S20,NAIG,4,365;480;630;545,0.960591133004926,0.2656429882286318,0.9697190452305052,0.9681851048445408,0.0318148951554591
S20,NAIG,6,365;480;630;545;425;695,0.9540229885057472,0.2278136162872385,0.9755921191952752,0.9681851048445408,0.0318148951554591
S20,NAIG,8,365;480;630;545;425;695;510;400,0.9573070607553368,0.2466111848825752,0.9713875409034152,0.9766208724993974,0.0233791275006025
S20,Uniform,2,300;700,0.8604269293924467,0.290049147215651,0.9642711187497092,0.9115449505905038,0.0884550494094962
S20,Uniform,3,300;500;700,0.9408866995073892,0.2840854210461063,0.9709158932662498,0.9363702096890816,0.0636297903109183
S20,Uniform,4,300;435;565;700,0.976464148877942,0.2931076073380487,0.9680782169563976,0.9983128464690288,0.0016871535309713
S20,Uniform,6,300;380;460;540;620;700,0.975369458128079,0.2502530517151722,0.9703184004318892,0.9983128464690288,0.0016871535309713
S20,Uniform,8,300;355;415;470;530;585;645;700,0.9868637110016422,0.2020586594557354,0.9795544376373588,0.9983128464690288,0.0016871535309713
S21,NAIG,2,365;545,0.9277504105090312,0.705752877407163,0.7569746694220071,0.9681851048445408,0.0318148951554591
S21,NAIG,3,365;545;480,0.9567597153804052,0.6848498063105026,0.7705168024217488,0.9681851048445408,0.0318148951554591
S21,NAIG,4,365;545;480;620,0.9430760810071156,0.6850348476261097,0.7697872047790265,0.9681851048445408,0.0318148951554591
S21,NAIG,6,365;545;480;620;425;695,0.9277504105090312,0.6584072730114363,0.7988341802038599,0.9681851048445408,0.0318148951554591
S21,NAIG,8,365;545;480;620;425;695;505;450,0.942528735632184,0.6334682557787704,0.8209399745268212,0.9681851048445408,0.0318148951554591
S21,Uniform,2,300;700,0.8177339901477834,0.662074646325469,0.7628724092048386,0.9115449505905038,0.0884550494094962
S21,Uniform,3,300;500;700,0.8927203065134102,0.6437700972203241,0.7853883294414046,0.9363702096890816,0.0636297903109183
S21,Uniform,4,300;435;565;700,0.9792008757526,0.6398349795176516,0.7708309291668166,0.9983128464690288,0.0016871535309713
S21,Uniform,6,300;380;460;540;620;700,0.9748221127531476,0.5742383875419789,0.8212778860219655,0.9983128464690288,0.0016871535309713
S21,Uniform,8,300;355;415;470;530;585;645;700,0.9890530925013684,0.5493426874227995,0.8358212260565356,0.9983128464690288,0.0016871535309713
S22,NAIG,2,365;695,0.9392446633825944,0.5834917585256404,0.8343705383332308,0.9681851048445408,0.0318148951554591
S22,NAIG,3,365;695;425,0.9512862616310894,0.5610275765511509,0.8593257286383392,0.9681851048445408,0.0318148951554591
S22,NAIG,4,365;695;425;545,0.9501915708812262,0.530947916368783,0.8663943090928538,0.9681851048445408,0.0318148951554591
S22,NAIG,6,365;695;425;545;480;620,0.9518336070060208,0.524098261395611,0.8714549280583114,0.9681851048445408,0.0318148951554591
S22,NAIG,8,365;695;425;545;480;620;315;335,0.952928297755884,0.5959221833485138,0.808018659262276,0.9980718245360328,0.0019281754639672
S22,Uniform,2,300;700,0.8489326765188835,0.6056297417454498,0.82326233878717,0.9115449505905038,0.0884550494094962
S22,Uniform,3,300;500;700,0.8949096880131364,0.5839165807504517,0.8370572009223035,0.9363702096890816,0.0636297903109183
