source_file,environment_variable,environment_label,K,outcome,loss_definition,spearman_rho,p_value,n,family,q_value_bh,proxy,analysis_type,group,rho_s,turbidity_median,rho_median,rho_P10,rho_range_min,rho_range_max,rho_IQR,term,rho_or_beta,model_R2,permutation_p,n_sites,n_pairs,n_permutations,permutation_scheme,standardized_beta,predictor_distance_pearson,predictor_distance_spearman,vif_chlorophyll,vif_turbidity,condition_number,permutation_beta_low_2.5pct,permutation_beta_high_97.5pct
turbidity_rho_statistics.csv,,,4.0,,,,0.7756882409162642,28.0,,,,leave_one_out_influence_diagnostic,omit_S30,-0.0563765736179529,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0490663165713365,28.0,,,,leave_one_out_influence_diagnostic,omit_S01,-0.3753079801176652,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0341570533580016,28.0,,,,leave_one_out_influence_diagnostic,omit_S02,-0.4015877511543508,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0192364192197653,28.0,,,,leave_one_out_influence_diagnostic,omit_S03,-0.4396386696345518,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0320714420197456,28.0,,,,leave_one_out_influence_diagnostic,omit_S04,-0.4059677129937984,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0156861775621453,28.0,,,,leave_one_out_influence_diagnostic,omit_S05,-0.4522310599229636,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0392491020125965,28.0,,,,leave_one_out_influence_diagnostic,omit_S06,-0.3917328370155938,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0291366447386287,28.0,,,,leave_one_out_influence_diagnostic,omit_S07,-0.4125376557529698,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0333625369245991,28.0,,,,leave_one_out_influence_diagnostic,omit_S08,-0.4032302368441437,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.020973570946138,28.0,,,,leave_one_out_influence_diagnostic,omit_S09,-0.4341637173352423,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0264230938667154,28.0,,,,leave_one_out_influence_diagnostic,omit_S10,-0.4191075985121412,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0246281664543858,28.0,,,,leave_one_out_influence_diagnostic,omit_S11,-0.4237613079665542,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0034577119522778,28.0,,,,leave_one_out_influence_diagnostic,omit_S12,-0.5335341015677094,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0162613237070372,28.0,,,,leave_one_out_influence_diagnostic,omit_S13,-0.4500410790032398,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0252499643142842,28.0,,,,leave_one_out_influence_diagnostic,omit_S14,-0.4221188222767614,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0258844803043853,28.0,,,,leave_one_out_influence_diagnostic,omit_S15,-0.4204763365869685,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0231489550482691,28.0,,,,leave_one_out_influence_diagnostic,omit_S16,-0.4278089543278927,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0165553657023733,28.0,,,,leave_one_out_influence_diagnostic,omit_S17,-0.4489460885433779,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0252499643142842,28.0,,,,leave_one_out_influence_diagnostic,omit_S18,-0.4221188222767614,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0063823462621246,28.0,,,,leave_one_out_influence_diagnostic,omit_S19,-0.5028743686915764,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.025145453171108,28.0,,,,leave_one_out_influence_diagnostic,omit_S20,-0.4223925698917269,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0582373126050978,28.0,,,,leave_one_out_influence_diagnostic,omit_S21,-0.3621680945993225,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0296100788529434,28.0,,,,leave_one_out_influence_diagnostic,omit_S22,-0.4114426652931079,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0255879066923284,28.0,,,,leave_one_out_influence_diagnostic,omit_S23,-0.4212399108833186,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0187570753498916,28.0,,,,leave_one_out_influence_diagnostic,omit_S24,-0.441220751360565,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0307231632826348,28.0,,,,leave_one_out_influence_diagnostic,omit_S25,-0.408922954424742,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0293725900756388,28.0,,,,leave_one_out_influence_diagnostic,omit_S26,-0.4119901605230388,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.035239991701911,28.0,,,,leave_one_out_influence_diagnostic,omit_S27,-0.399397770234627,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.027192416568019,28.0,,,,leave_one_out_influence_diagnostic,omit_S28,-0.4171913652073828,,,,,,,,,,,,,,,,,,,,,,
turbidity_rho_statistics.csv,,,6.0,,,,0.0362100132549491,28.0,,,,leave_one_out_influence_diagnostic,omit_S30,-0.3974815369298687,,,,,,,,,,,,,,,,,,,,,,
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,single_variable_distance,,,,,,,,,chlorophyll distance,0.373575277024,,0.0016,29.0,406.0,9999.0,permute response full-EEM distance labels by site; keep predictor distance fixed,,,,,,,,
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,single_variable_distance,,,,,,,,,turbidity distance,0.339818815681,,0.0027,29.0,406.0,9999.0,permute response full-EEM distance labels by site; keep predictor distance fixed,,,,,,,,
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,MRM_overall,,,,,,,,,overall model,,0.384493825869,0.0005,29.0,406.0,9999.0,permute response full-EEM distance labels by site; refit standardized MRM,,-0.0520880122063,0.225995184616,1.00272054228,1.00272054228,1.05351816513,,
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,MRM_coefficient,,,,,,,,,chlorophyll distance,,0.384493825869,0.0228,29.0,406.0,9999.0,permute response full-EEM distance labels by site; refit standardized MRM,0.320641670931,-0.0520880122063,0.225995184616,1.00272054228,1.00272054228,1.05351816513,-0.179423709419,0.309610588467
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,MRM_coefficient,,,,,,,,,turbidity distance,,0.384493825869,0.0006,29.0,406.0,9999.0,permute response full-EEM distance labels by site; refit standardized MRM,0.547702234867,-0.0520880122063,0.225995184616,1.00272054228,1.00272054228,1.05351816513,-0.165316369754,0.36596357034
mrm_chlorophyll_turbidity_results.csv,,,,,,,,,,,,site_level_covariate,,,,,,,,,chlorophyll proxy vs turbidity,0.59802955665,,0.0014,29.0,,9999.0,permute one site-level variable across the 29 station labels,,,,,,,,
